"","document","topic","gamma"
"29549","43177818",7,1.64003958881533e-05
"29550","43179951",7,3.20961991045423e-06
"29551","43187101",7,5.83536608489035e-06
"29552","43208872",7,4.68692550281159e-06
"29553","43212533",7,3.71423964072218e-06
"29554","43220454",7,2.63525310609501e-05
"29555","43228611",7,1.07360210994929e-05
"29556","43232660",7,8.36415265383224e-06
"29557","43236769",7,9.16924949422744e-06
"29558","43238799",7,2.21934520101688e-05
"29559","43243883",7,4.48069081510842e-06
"29560","43246560",7,0.132708511063839
"29561","43252404",7,0.503176074225503
"29562","43264727",7,9.19780887975435e-06
"29563","43282528",7,1.37954444410177e-05
"29564","43290480",7,9.34331663480087e-06
"29565","43295417",7,1.19527689889058e-05
"29566","43306842",7,0.7068176110916
"29567","43313424",7,1.01808227338582e-05
"29568","43319806",7,9.0290722205591e-06
"29569","43326844",7,2.17041030786078e-05
"29570","43328943",7,5.43778769843671e-06
"29571","43340819",7,2.45965598990317e-05
"29572","43350278",7,1.64919879908657e-05
"29573","43350853",7,7.1491952618775e-06
"29574","43369008",7,1.278045478994e-05
"29575","43374386",7,0.116011329608349
"29576","43378165",7,0.112492310738091
"29577","43378986",7,5.62420516245147e-06
"29578","43379048",7,1.28360077194601e-05
"29579","43382402",7,8.48430686896264e-06
"29580","43383125",7,7.79044794264014e-06
"29581","43384538",7,2.48031511465542e-05
"29582","43395580",7,2.75832784103392e-05
"29583","43396744",7,4.60650205404732e-06
"29584","43397431",7,9.68022347085449e-06
"29585","43418403",7,0.807650679116452
"29586","43424176",7,8.06711319724045e-06
"29587","43426699",7,4.04198992991511e-05
"29588","43440170",7,7.29039334292375e-06
"29589","43446605",7,1.16693702688307e-05
"29590","43460615",7,1.38601938320522e-05
"29591","43465704",7,8.22438479555423e-06
"29592","43476908",7,4.09808266669485e-05
"29593","43489589",7,0.621439191057257
"29594","43492974",7,2.75832784103392e-05
"29595","43497790",7,2.15457472358616e-05
"29596","43498534",7,2.61194446468667e-05
"29597","43502357",7,3.30295839482389e-06
"29598","43512572",7,4.04198992991511e-05
"29599","43515150",7,8.67035030084369e-05
"29600","43515765",7,1.91682323976344e-05
"29601","43529266",7,1.51392089567882e-05
"29602","43532494",7,1.57027258766752e-05
"29603","43536377",7,1.44009236599619e-05
"29604","43538070",7,7.29039334292375e-06
"29605","43542042",7,9.00154951718182e-06
"29606","43545080",7,1.2509750188584e-05
"29607","43552529",7,5.26772985189915e-05
"29608","43559197",7,3.17329645820557e-05
"29609","43567411",7,2.45965598990317e-05
"29610","43568325",7,1.73647900116556e-05
"29611","43570218",7,1.9945012918639e-05
"29612","43584079",7,1.42618239885494e-05
"29613","43593778",7,1.02160432964164e-05
"29614","43598939",7,1.41932769907216e-05
"29615","43607751",7,1.00083009562463e-05
"29616","43609390",7,1.39915333138036e-05
"29617","43612866",7,2.17041030786078e-05
"29618","43617787",7,2.06421030857154e-05
"29619","43633659",7,4.75843469491196e-05
"29620","43636544",7,3.73523268621883e-05
"29621","43639036",7,4.47030255149618e-05
"29622","43655652",7,7.38150980618281e-06
"29623","43659872",7,4.40364038089125e-05
"29624","43660545",7,1.00766032358551e-05
"29625","43661844",7,5.20764076351442e-06
"29626","43664192",7,1.58715187944655e-05
"29627","43665011",7,1.52172223661831e-05
"29628","43674924",7,7.5604477425396e-05
"29629","43682155",7,2.3803500214688e-05
"29630","43689879",7,3.88256159011464e-05
"29631","43700824",7,1.02872205884206e-05
"29632","43700905",7,1.54561624452768e-05
"29633","43721197",7,7.37171521631444e-05
"29634","43753039",7,2.17041030786078e-05
"29635","43763418",7,5.65652452390758e-06
"29636","43763479",7,2.9558211283047e-06
"29637","43785728",7,2.02181217940449e-05
"29638","43792085",7,1.57866711601045e-05
"29639","43814764",7,2.03575003456698e-05
"29640","43815141",7,4.67209484601538e-06
"29641","43821553",7,1.04695799240741e-05
"29642","43835206",7,5.36340402024835e-05
"29643","43850359",7,0.300819408874587
"29644","43869713",7,0.01152037514179
"29645","43870576",7,9.31384794019458e-06
"29646","43892712",7,2.73280172762266e-05
"29647","43896718",7,1.27253806431e-05
"29648","43910795",7,3.27900363847487e-05
"29649","43926591",7,7.47493267049175e-06
"29650","43927492",7,3.17329645820557e-05
"29651","43939970",7,6.33619240290282e-06
"29652","43941794",7,5.26772985189915e-05
"29653","43943033",7,0.323999154589752
"29654","43950808",7,7.36310476181976e-06
"29655","43969425",7,1.57866711601045e-05
"29656","43977606",7,2.09347762818787e-05
"29657","43979597",7,2.17041030786078e-05
"29658","43981658",7,5.55021067755699e-06
"29659","43983286",7,1.08544073910726e-05
"29660","44000273",7,6.70245762590163e-05
"29661","44000812",7,1.4331036300463e-05
"29662","44021110",7,0.675509265422855
"29663","44029177",7,8.18945312221173e-05
"29664","44038536",7,7.47493267049175e-06
"29665","44043159",7,4.63542560187838e-06
"29666","44050579",7,5.3685869223712e-06
"29667","44056521",7,1.36047759051318e-05
"29668","44060464",7,4.44026711971751e-06
"29669","44063886",7,0.000183886213368713
"29670","44065186",7,4.78566812796288e-06
"29671","44065208",7,3.73523268621883e-05
"29672","44067657",7,9.97449587381009e-06
"29673","44067979",7,2.12358681512154e-05
"29674","44074241",7,1.58715187944655e-05
"29675","44082917",7,1.91682323976344e-05
"29676","44083919",7,3.04251849962537e-05
"29677","44084744",7,0.174973639132832
"29678","44085454",7,1.60439799460729e-05
"29679","44096281",7,1.21996667697515e-05
"29680","44097193",7,2.41935327130399e-05
"29681","44105840",7,4.94597615918411e-06
"29682","44113228",7,1.63098155227416e-05
"29683","44114755",7,1.95489093122748e-05
"29684","44115310",7,2.23615090285675e-05
"29685","44117865",7,4.96259963905367e-06
"29686","44124914",7,2.68314108709352e-05
"29687","44129347",7,2.41935327130399e-05
"29688","44131588",7,0.998980953236153
"29689","44148076",7,4.91306108323386e-06
"29690","44157540",7,2.3803500214688e-05
"29691","44161386",7,1.02515083960669e-05
"29692","44165422",7,1.48349935365782e-05
"29693","44167052",7,9.28456454887463e-06
"29694","44169046",7,3.73523268621883e-05
"29695","44170365",7,0.0426018765450046
"29696","44177107",7,1.86831420193693e-05
"29697","44177783",7,0.0150531127145635
"29698","44181863",7,2.20279022004199e-05
"29699","44183595",7,1.08146562567965e-05
"29700","44186109",7,3.04251849962537e-05
"29701","44195150",7,4.21507203595099e-05
"29702","44198061",7,3.81500589539892e-06
"29703","44203398",7,2.56654266066393e-05
"29704","44216244",7,2.30599839006863e-05
"29705","44241320",7,8.18945312221173e-05
"29706","44253950",7,2.00806387876637e-05
"29707","44265295",7,9.11265950429376e-06
"29708","44267055",7,2.06421030857154e-05
"29709","44274982",7,1.69657348879043e-05
"29710","44276559",7,1.9945012918639e-05
"29711","44291613",7,7.19217591188047e-05
"29712","44301997",7,1.8335136599615e-05
"29713","44305351",7,2.09347762818787e-05
"29714","44313956",7,6.86659147432676e-06
"29715","44331178",7,1.09347928249775e-05
"29716","44343697",7,1.74675043526068e-05
"29717","44346827",7,7.27243932084479e-06
"29718","44350408",7,1.14877875581086e-05
"29719","44355294",7,4.91306108323386e-06
"29720","44360649",7,7.91574361983373e-06
"29721","44361901",7,2.63525310609501e-05
"29722","44391714",7,0.999735414475971
"29723","44392569",7,3.51305362242865e-05
"29724","44394119",7,8.7095147181233e-06
"29725","44395806",7,2.17041030786078e-05
"29726","44396739",7,3.13955918259069e-05
"29727","44398143",7,9.08462564644056e-06
"29728","44404941",7,1.54561624452768e-05
"29729","44414323",7,1.69657348879043e-05
"29730","44416904",7,3.93428834433801e-05
"29731","44420585",7,4.30435227675098e-06
"29732","44430810",7,1.39255538962717e-05
"29733","44432985",7,7.75909814494299e-05
"29734","44433488",7,1.52172223661831e-05
"29735","44435017",7,2.27053760208621e-05
"29736","44439965",7,3.88256159011464e-05
"29737","44455242",7,4.33893716093371e-05
"29738","44456131",7,2.3803500214688e-05
"29739","44458709",7,0.000117843198680928
"29740","44460206",7,8.86641508343267e-06
"29741","44464660",7,9.40281701419494e-06
"29742","44471051",7,8.55807082272769e-06
"29743","44482448",7,6.60548043710655e-06
"29744","44484346",7,2.73280172762266e-05
"29745","44495957",7,0.164857534161815
"29746","44502544",7,2.95129682088766e-05
"29747","44502869",7,1.39915333138036e-05
"29748","44503237",7,0.464546896038944
"29749","44503321",7,8.89311640295738e-06
"29750","44521929",7,4.15575416728458e-05
"29751","44535853",7,7.81105437362001e-06
"29752","44540545",7,2.98109012598388e-05
"29753","44554638",7,0.654065550036214
"29754","44561427",7,5.98922140392832e-06
"29755","44564299",7,1.64919879908657e-05
"29756","44571838",7,8.60796351935451e-06
"29757","44579396",7,1.33586014057732e-05
"29758","44582199",7,6.28227413661389e-06
"29759","44585239",7,1.34193060246031e-05
"29760","44597832",7,9.40281701419494e-06
"29761","44601394",7,8.97419409504161e-06
"29762","44602525",7,3.10653172412174e-05
"29763","44610219",7,1.10163777771327e-05
"29764","44610425",7,1.66782759776716e-05
"29765","44619634",7,1.44714959913432e-05
"29766","44625192",7,0.657189021544663
"29767","44626450",7,1.06585212258661e-05
"29768","44627613",7,2.68314108709352e-05
"29769","44642751",7,7.81105437362001e-06
"29770","44645743",7,1.21996667697515e-05
"29771","44651737",7,8.06711319724045e-06
"29772","44655441",7,1.73647900116556e-05
"29773","44661253",7,1.07360210994929e-05
"29774","44687892",7,9.25546471849945e-06
"29775","44690557",7,6.94736367879926e-06
"29776","44692442",7,2.28813061406114e-05
"29777","44692737",7,0.000133869701317937
"29778","44697767",7,6.85811493708651e-05
"29779","44704629",7,1.21494745788917e-05
"29780","44706654",7,1.79998585020115e-05
"29781","44722194",7,9.68022347085449e-06
"29782","44758955",7,1.92934666196253e-05
"29783","44761730",7,1.96791840801453e-05
"29784","44765491",7,7.49390173735032e-06
"29785","44769245",7,1.03593966529852e-05
"29786","44774754",7,4.15575416728458e-05
"29787","44781219",7,8.43583329510552e-06
"29788","44785105",7,1.6584608876975e-05
"29789","44785897",7,6.96374668843412e-06
"29790","44786479",7,1.37312972044872e-05
"29791","44797253",7,5.61351395763898e-06
"29792","44800240",7,6.14460588975322e-05
"29793","44802594",7,2.04988139168743e-05
"29794","44803729",7,7.76994994970638e-06
"29795","44810758",7,1.16234385463714e-05
"29796","44828479",7,7.62942966441487e-06
"29797","44839692",7,1.92934666196253e-05
"29798","44870461",7,9.77636582902736e-06
"29799","44873885",7,7.76994994970638e-06
"29800","44879399",7,3.20776668232813e-05
"29801","44882977",7,3.75676590679255e-06
"29802","44884316",7,0.204313037583352
"29803","44886715",7,1.6868820539052e-05
"29804","44893574",7,1.4331036300463e-05
"29805","44901467",7,2.00806387876637e-05
"29806","44902486",7,2.50132421889442e-05
"29807","44902847",7,1.06201893650187e-05
"29808","44905526",7,2.58904453506756e-05
"29809","44905869",7,6.66511565075247e-06
"29810","44910623",7,3.39199602347537e-05
"29811","44923182",7,1.34193060246031e-05
"29812","44927532",7,3.38628427027511e-06
"29813","44928556",7,6.0880006559902e-06
"29814","44936115",7,7.49390173735032e-06
"29815","44939302",7,2.75832784103392e-05
"29816","44941218",7,2.45965598990317e-05
"29817","44946517",7,2.3803500214688e-05
"29818","44949367",7,7.32656865345267e-06
"29819","44962992",7,2.70774372962015e-05
"29820","44965110",7,1.54561624452768e-05
"29821","44977364",7,1.20503190974388e-05
"29822","44980096",7,2.21934520101688e-05
"29823","44980176",7,7.41859731672153e-06
"29824","44983214",7,1.27253806431e-05
"29825","44984823",7,1.06201893650187e-05
"29826","44987508",7,0.990546504832724
"29827","44988481",7,5.02167227272121e-06
"29828","44996290",7,0.138795341859167
"29829","44998425",7,6.51800203516737e-06
"29830","45002471",7,2.89346174386809e-05
"29831","45007694",7,0.111531472888718
"29832","45020092",7,0.658992832574603
"29833","45022849",7,5.85851958629019e-06
"29834","45023334",7,1.42618239885494e-05
"29835","45031529",7,1.52172223661831e-05
"29836","45047011",7,1.10163777771327e-05
"29837","45052215",7,0.764018331785594
"29838","45052239",7,7.81105437362001e-06
"29839","45056729",7,2.00806387876637e-05
"29840","45058457",7,5.00014704001099e-05
"29841","45060577",7,4.08974838854291e-06
"29842","45065175",7,1.70637692514893e-05
"29843","45072041",7,1.05068303862879e-05
"29844","45080886",7,2.75832784103392e-05
"29845","45085790",7,1.6131623681795e-05
"29846","45088519",7,8.50875316017735e-06
"29847","45095183",7,9.58595365669167e-06
"29848","45099677",7,8.93261880126858e-05
"29849","45111662",7,9.50782092083537e-05
"29850","45115860",7,0.688934216456472
"29851","45145109",7,7.74955954110819e-06
"29852","45146319",7,4.15575416728458e-05
"29853","45150009",7,1.27253806431e-05
"29854","45167593",7,2.16330557785855e-06
"29855","45168622",7,5.09972139329319e-06
"29856","45170527",7,1.58715187944655e-05
"29857","45174699",7,2.20279022004199e-05
"29858","45174891",7,7.62942966441487e-06
"29859","45176450",7,3.59867618715903e-05
"29860","45177029",7,2.17041030786078e-05
"29861","45179621",7,1.10163777771327e-05
"29862","45183256",7,1.20996936998734e-05
"29863","45184507",7,1.53756863543228e-05
"29864","45203055",7,5.0734368369478e-06
"29865","45208766",7,3.59867618715903e-05
"29866","45212459",7,5.17540919715539e-05
"29867","45212821",7,9.08462564644056e-06
"29868","45215621",7,4.53901400377802e-05
"29869","45225151",7,2.92209313744162e-05
"29870","45236389",7,1.24046523179407e-05
"29871","45239377",7,1.0894451827732e-05
"29872","45241581",7,1.17623314249169e-05
"29873","45243781",7,2.34258438992422e-05
"29874","45255164",7,3.51305362242865e-05
"29875","45255905",7,1.13990989978803e-05
"29876","45270940",7,1.60439799460729e-05
"29877","45270983",7,2.15457472358616e-05
"29878","45275679",7,1.72632765932451e-05
"29879","45278205",7,5.08626877486718e-05
"29880","45293123",7,1.2509750188584e-05
"29881","45300410",7,1.31797387252163e-05
"29882","45301310",7,2.41935327130399e-05
"29883","45301606",7,0.221662316835298
"29884","45302887",7,7.70909810664964e-06
"29885","45311236",7,3.68857672187194e-05
"29886","45321939",7,4.09542025179364e-06
"29887","45325062",7,6.14460588975322e-05
"29888","45326767",7,0.393623158388684
"29889","45334075",7,9.64859485824087e-06
"29890","45349101",7,1.6131623681795e-05
"29891","45351222",7,2.63525310609501e-05
"29892","45363163",7,5.00014704001099e-05
"29893","45371705",7,1.07360210994929e-05
"29894","45372881",7,1.31797387252163e-05
"29895","45374744",7,5.46261780497037e-05
"29896","45380558",7,0.999593595976953
"29897","45390260",7,1.28920457023051e-05
"29898","45396642",7,4.27610779269701e-05
"29899","45398103",7,1.41253857597146e-05
"29900","45400096",7,6.44685398251432e-06
"29901","45408011",7,1.85656816123628e-05
"29902","45412334",7,0.043308642507522
"29903","45413309",7,0.000133869701317937
"29904","45420766",7,2.75832784103392e-05
"29905","45424413",7,4.8363663668498e-05
"29906","45426194",7,5.56557133869023e-05
"29907","45431599",7,1.03958658176156e-05
"29908","45441593",7,4.47030255149618e-05
"29909","45444443",7,1.0111105172581e-05
"29910","45449806",7,7.18397953471656e-06
"29911","45453061",7,5.08626877486718e-05
"29912","45467995",7,1.35423855790643e-05
"29913","45468971",7,4.11253062812081e-06
"29914","45474338",7,0.999817866880523
"29915","45482847",7,0.74064631916094
"29916","45484451",7,3.04251849962537e-05
"29917","45484622",7,4.40364038089125e-05
"29918","45486658",7,0.799387820946311
"29919","45489456",7,1.08544073910726e-05
"29920","45498517",7,1.60439799460729e-05
"29921","45510905",7,1.91682323976344e-05
"29922","45511324",7,2.45965598990317e-05
"29923","45515650",7,6.59073800465725e-06
"29924","45517534",7,6.77210989476595e-06
"29925","45524591",7,2.09347762818787e-05
"29926","45526675",7,8.50875316017735e-06
"29927","45528718",7,0.575749443679512
"29928","45530657",7,7.21910394692594e-06
"29929","45533748",7,3.83217735820307e-05
"29930","45534252",7,2.45965598990317e-05
"29931","45538292",7,2.32414741758066e-05
"29932","45542936",7,1.48349935365782e-05
"29933","45544777",7,0.999794521531121
"29934","45546510",7,1.41932769907216e-05
"29935","45547556",7,7.60976917858899e-06
"29936","45550556",7,3.53209482295736e-06
"29937","45551966",7,7.43728118028032e-06
"29938","45554704",7,9.50782092083537e-05
"29939","45559979",7,8.22438479555423e-06
"29940","45567201",7,2.03575003456698e-05
"29941","45579511",7,1.18567855787811e-05
"29942","45592666",7,1.58715187944655e-05
"29943","45597395",7,0.619327501273508
"29944","45598647",7,3.01149109150135e-05
"29945","45616764",7,1.13990989978803e-05
"29946","45622414",7,2.92209313744162e-05
"29947","45625886",7,1.47608404665926e-05
"29948","45626670",7,2.50132421889442e-05
"29949","45626777",7,3.31582194319433e-05
"29950","45629284",7,3.73523268621883e-05
"29951","45630225",7,8.76119417570865e-06
"29952","45637090",7,1.28920457023051e-05
"29953","45642575",7,0.503743082967736
"29954","45644454",7,4.09808266669485e-05
"29955","45648115",7,9.37297239715586e-06
"29956","45655728",7,7.5604477425396e-05
"29957","45661006",7,1.26166441506973e-05
"29958","45664485",7,1.35423855790643e-05
"29959","45666983",7,4.33893716093371e-05
"29960","45667346",7,2.43933817169363e-05
"29961","45673863",7,2.17041030786078e-05
"29962","45682321",7,9.31384794019458e-06
"29963","45688730",7,0.999439253604031
"29964","45695032",7,0.785844374159757
"29965","45698451",7,9.14086691467189e-06
"29966","45721143",7,6.98020714829357e-06
"29967","45728518",7,8.63312865750136e-06
"29968","45729153",7,6.30911807432512e-06
"29969","45729342",7,1.46874250213595e-05
"29970","45735971",7,1.52960439573755e-05
"29971","45751211",7,6.1258881337979e-06
"29972","45755580",7,2.28813061406114e-05
"29973","45757001",7,1.278045478994e-05
"29974","45760186",7,2.25321306467332e-05
"29975","45762128",7,1.57027258766752e-05
"29976","45766604",7,1.44009236599619e-05
"29977","45771097",7,0.357912434851881
"29978","45771237",7,3.55534947297997e-05
"29979","45776238",7,2.02181217940449e-05
"29980","45779616",7,8.29367991286256e-06
"29981","45782033",7,1.10991892983349e-05
"29982","45789168",7,3.4314107694886e-05
"29983","45791262",7,1.6584608876975e-05
"29984","45794390",7,5.49853842135006e-06
"29985","45820257",7,1.32388250437819e-05
"29986","45830528",7,9.25546471849945e-06
"29987","45847796",7,7.37171521631444e-05
"29988","45848118",7,1.88020981746175e-05
"29989","45853546",7,2.27053760208621e-05
"29990","45855433",7,1.78908074846663e-05
"29991","45866422",7,0.419618333619793
"29992","45869766",7,7.25457351211768e-06
"29993","45879878",7,6.62028897036512e-06
"29994","45886359",7,8.13377270861184e-06
"29995","45917894",7,1.29485751191027e-05
"29996","45925414",7,1.1809369638159e-05
"29997","45928269",7,1.24569795830374e-05
"29998","45929864",7,1.75714410536077e-05
"29999","45934621",7,7.04683457913836e-06
"30000","45964527",7,0.999660074657791
"30001","45964545",7,3.14803193502435e-06
"30002","45973570",7,1.42618239885494e-05
"30003","45990451",7,0.644863227470893
"30004","45991612",7,1.21494745788917e-05
"30005","45992134",7,3.17329645820557e-05
"30006","45994603",7,0.321862820428034
"30007","45996858",7,1.24046523179407e-05
"30008","45998405",7,1.03231824648238e-05
"30009","46002727",7,4.40364038089125e-05
"30010","46006400",7,3.17329645820557e-05
"30011","46014427",7,1.88020981746175e-05
"30012","46021905",7,1.4331036300463e-05
"30013","46022865",7,1.07360210994929e-05
"30014","46031939",7,6.72583746470292e-06
"30015","46057423",7,9.4630800745923e-06
"30016","46061589",7,4.04198992991511e-05
"30017","46065028",7,2.13896854235373e-05
"30018","46066331",7,5.17540919715539e-05
"30019","46067333",7,2.48031511465542e-05
"30020","46067821",7,1.32388250437819e-05
"30021","46069921",7,3.78308405219803e-05
"30022","46092604",7,1.10576284942746e-05
"30023","46092764",7,0.0483874040038895
"30024","46093496",7,1.41253857597146e-05
"30025","46094734",7,5.26772985189915e-05
"30026","46098754",7,0.232957254362279
"30027","46110222",7,3.25562028754017e-06
"30028","46115104",7,6.91482783391718e-06
"30029","46117792",7,2.3803500214688e-05
"30030","46120795",7,1.63098155227416e-05
"30031","46131196",7,6.0193567351658e-05
"30032","46131443",7,7.02117409264132e-05
"30033","46143509",7,2.45965598990317e-05
"30034","46151007",7,1.6131623681795e-05
"30035","46151080",7,7.40000709275345e-06
"30036","46153057",7,4.57085127276766e-06
"30037","46154092",7,3.04251849962537e-05
"30038","46169197",7,1.36047759051318e-05
"30039","46171136",7,1.64919879908657e-05
"30040","46171533",7,0.778113285953614
"30041","46178051",7,2.86538598108241e-05
"30042","46180957",7,2.13896854235373e-05
"30043","46185813",7,8.34052904528797e-06
"30044","46185971",7,3.47175227734576e-05
"30045","46190467",7,1.0894451827732e-05
"30046","46193708",7,1.92934666196253e-05
"30047","46199874",7,6.00139315703905e-06
"30048","46206775",7,0.844858419533923
"30049","46223823",7,1.1355266266335e-05
"30050","46230643",7,0.000101622000136117
"30051","46236744",7,3.17329645820557e-05
"30052","46240289",7,3.4314107694886e-05
"30053","46240639",7,0.000133869701317937
"30054","46244677",7,1.5957283407806e-05
"30055","46247154",7,3.35347646634233e-05
"30056","46263443",7,1.30056024628855e-05
"30057","46283367",7,1.46874250213595e-05
"30058","46291406",7,1.78908074846663e-05
"30059","46296177",7,7.34479127139074e-06
"30060","46308297",7,1.1355266266335e-05
"30061","46311488",7,1.10991892983349e-05
"30062","46315996",7,3.54481455072639e-06
"30063","46321680",7,2.98109012598388e-05
"30064","46321751",7,4.8363663668498e-05
"30065","46329712",7,7.74955954110819e-06
"30066","46333040",7,2.3803500214688e-05
"30067","46333428",7,1.18567855787811e-05
"30068","46334096",7,7.72927587207302e-06
"30069","46343630",7,1.54561624452768e-05
"30070","46359918",7,6.85066189042793e-06
"30071","46364880",7,3.47175227734576e-05
"30072","46370014",7,5.00014704001099e-05
"30073","46377039",7,6.55370934958918e-05
"30074","46386326",7,1.53756863543228e-05
"30075","46388219",7,1.08544073910726e-05
"30076","46390552",7,0.118488555639089
"30077","46397643",7,1.12257675952163e-05
"30078","46404449",7,6.54690291579104e-06
"30079","46425554",7,1.31797387252163e-05
"30080","46432262",7,1.9945012918639e-05
"30081","46434569",7,2.75832784103392e-05
"30082","46451544",7,3.83217735820307e-05
"30083","46451874",7,3.93428834433801e-05
"30084","46453447",7,6.77210989476595e-06
"30085","46453981",7,4.4739024970908e-06
"30086","46462610",7,2.03575003456698e-05
"30087","46464455",7,2.70774372962015e-05
"30088","46471625",7,1.02160432964164e-05
"30089","46476437",7,1.15326513778942e-05
"30090","46476622",7,6.40490586004583e-06
"30091","46481469",7,9.55493708130976e-06
"30092","46514002",7,1.60439799460729e-05
"30093","46519575",7,1.05068303862879e-05
"30094","46521195",7,9.14086691467189e-06
"30095","46522304",7,2.92209313744162e-05
"30096","46532286",7,8.31703850535765e-06
"30097","46559314",7,5.89911163589191e-05
"30098","46562115",7,1.42618239885494e-05
"30099","46564574",7,1.34805648740464e-05
"30100","46566667",7,5.66738034611562e-06
"30101","46571540",7,5.40791297559724e-06
"30102","46575898",7,2.61194446468667e-05
"30103","46581022",7,8.68390294733944e-06
"30104","46581254",7,2.12358681512154e-05
"30105","46583498",7,4.91689320664085e-05
"30106","46585082",7,1.63098155227416e-05
"30107","46586380",7,4.84058031441897e-06
"30108","46600610",7,9.31384794019458e-06
"30109","46600671",7,7.83177010541305e-06
"30110","46605663",7,4.82476295095045e-06
"30111","46615008",7,1.57866711601045e-05
"30112","46621005",7,7.04683457913836e-06
"30113","46623194",7,1.03593966529852e-05
"30114","46642612",7,0.425060608963485
"30115","46643268",7,3.51305362242865e-05
"30116","46644740",7,0.255949225298627
"30117","46647028",7,1.30056024628855e-05
"30118","46657234",7,2.92209313744162e-05
"30119","46660853",7,3.39199602347537e-05
"30120","46668418",7,0.000122741278438583
"30121","46677030",7,5.59225302538962e-06
"30122","46682651",7,2.52269227192552e-05
"30123","46689798",7,1.23013056475278e-05
"30124","46696171",7,1.81102470840011e-05
"30125","46711037",7,2.75832784103392e-05
"30126","46717204",7,1.1809369638159e-05
"30127","46720998",7,1.06201893650187e-05
"30128","46724191",7,8.53334073531717e-06
"30129","46725353",7,1.67730071201764e-05
"30130","46725906",7,2.58904453506756e-05
"30131","46742274",7,8.43583329510552e-06
"30132","46744067",7,1.92934666196253e-05
"30133","46746885",7,2.78433531102555e-05
"30134","46759745",7,1.62202302230521e-05
"30135","46764158",7,2.61194446468667e-05
"30136","46764407",7,5.26772985189915e-05
"30137","46771150",7,1.01808227338582e-05
"30138","46775871",7,2.21934520101688e-05
"30139","46782161",7,9.34331663480087e-06
"30140","46783912",7,2.27053760208621e-05
"30141","46786169",7,2.54442855218308e-05
"30142","46803321",7,0.642440595070484
"30143","46804482",7,2.50132421889442e-05
"30144","46807757",7,2.13896854235373e-05
"30145","46813736",7,1.88020981746175e-05
"30146","46822414",7,1.5957283407806e-05
"30147","46824600",7,9.52412057474894e-06
"30148","46824730",7,2.17041030786078e-05
"30149","46828175",7,1.46147362492581e-05
"30150","46829594",7,0.999647252049365
"30151","46833043",7,7.47493267049175e-06
"30152","46850814",7,9.74410688318592e-06
"30153","46871609",7,8.00153740690647e-06
"30154","46886957",7,2.78433531102555e-05
"30155","46892720",7,1.14877875581086e-05
"30156","46893497",7,4.27610779269701e-05
"30157","46909836",7,1.25629697928236e-05
"30158","46920685",7,1.91682323976344e-05
"30159","46924175",7,0.209005536419956
"30160","46934916",7,3.83217735820307e-05
"30161","46936582",7,0.366355263430246
"30162","46945655",7,3.98741200404914e-05
"30163","46947124",7,4.96259963905367e-06
"30164","46947956",7,1.28920457023051e-05
"30165","46949073",7,4.08974838854291e-06
"30166","46956866",7,1.2509750188584e-05
"30167","46961616",7,9.97449587381009e-06
"30168","46975781",7,8.22438479555423e-06
"30169","46997840",7,1.27253806431e-05
"30170","47007159",7,2.58904453506756e-05
"30171","47010706",7,8.04513549921085e-06
"30172","47013636",7,2.25321306467332e-05
"30173","47015950",7,7.51296732439503e-06
"30174","47017657",7,2.89346174386809e-05
"30175","47017875",7,1.82219979913239e-05
"30176","47020319",7,1.06971307943949e-05
"30177","47020906",7,0.999415903536216
"30178","47023636",7,3.10653172412174e-05
"30179","47042162",7,4.75843469491196e-05
"30180","47049241",7,1.84496889186668e-05
"30181","47050105",7,1.08146562567965e-05
"30182","47050984",7,0.946669152348828
"30183","47058984",7,8.97419409504161e-06
"30184","47061556",7,6.29566749080244e-06
"30185","47065165",7,3.83217735820307e-05
"30186","47069673",7,4.04198992991511e-05
"30187","47071729",7,1.42618239885494e-05
"30188","47077380",7,1.44009236599619e-05
"30189","47089196",7,8.76119417570865e-06
"30190","47119752",7,1.35423855790643e-05
"30191","47129599",7,6.275178106572e-05
"30192","47133571",7,2.75832784103392e-05
"30193","47143597",7,1.52960439573755e-05
"30194","47145930",7,9.94091838976692e-06
"30195","47146939",7,1.57866711601045e-05
"30196","47162798",7,4.98774543936809e-06
"30197","47163923",7,5.71122354141616e-06
"30198","47178056",7,1.75714410536077e-05
"30199","47181503",7,3.78308405219803e-05
"30200","47184194",7,2.50132421889442e-05
"30201","47191332",7,2.32414741758066e-05
"30202","47196334",7,1.37312972044872e-05
"30203","47202936",7,5.51909143623837e-06
"30204","47210006",7,1.36047759051318e-05
"30205","47210049",7,0.1909115781547
"30206","47224077",7,1.0894451827732e-05
"30207","47228231",7,1.78908074846663e-05
"30208","47236551",7,7.68902541759333e-06
"30209","47239760",7,1.88020981746175e-05
"30210","47255576",7,1.9811206809759e-05
"30211","47258026",7,0.999793005415273
"30212","47260201",7,1.16693702688307e-05
"30213","47265946",7,1.38601938320522e-05
"30214","47269095",7,1.62202302230521e-05
"30215","47271002",7,9.19780887975435e-06
"30216","47275278",7,7.5604477425396e-05
"30217","47276560",7,1.02515083960669e-05
"30218","47282162",7,1.78908074846663e-05
"30219","47287743",7,1.11832552589181e-05
"30220","47295217",7,4.6829747271496e-05
"30221","47296131",7,1.36677437614897e-05
"30222","47304927",7,8.60796351935451e-06
"30223","47309649",7,3.20776668232813e-05
